chr	pos 	N	X
chr21	30418929	2	2
chr21	30418972	3	1
chr21	30418987	2	1
chr21	30419110	1	1
chr21	30419136	1	1
chr21	30419232	1	1
chr21	30419295	1	1
chr21	30419303	1	1
chr21	30420084	1	1
chr21	30421346	1	1
chr21	30421503	2	2
chr21	30421802	1	1
chr21	30421882	2	2
chr21	30422497	2	2
chr21	30422797	1	1
chr21	30422875	2	2
chr21	30422891	2	2
chr21	30423924	1	1
chr21	30424808	2	2
chr21	30425614	3	3
chr21	30425867	3	1
chr21	30425918	2	2
chr21	30426773	3	3
chr21	30426930	2	2
chr21	30426959	3	3
chr21	30427262	2	2
chr21	30427771	1	1
chr21	30428070	2	2
chr21	30429737	3	3
chr21	30430312	3	3
chr21	30430405	3	1
chr21	30430449	4	2
chr21	30430474	4	4
chr21	30430735	2	1
chr21	30430942	1	1
chr21	30431591	1	1
chr21	30431829	1	1
chr21	30431951	2	2
chr21	30433252	1	1
chr21	30433481	1	0
chr21	30433663	1	1
chr21	30434181	1	0
chr21	30434422	1	0
chr21	30434554	1	1
chr21	30435776	1	1
chr21	30436361	1	1
chr21	30436394	2	2
chr21	30436776	4	4
chr21	30436928	1	1
chr21	30437427	1	1
chr21	30438812	1	1
chr21	30438857	3	3
chr21	30439773	1	1
chr21	30439790	1	1
chr21	30439797	1	1
chr21	30439849	1	1
chr21	30439938	1	1
chr21	30439992	1	1
chr21	30439994	1	1
chr21	30439998	1	1
chr21	30440586	2	2
chr21	30440918	2	2
chr21	30441217	1	0
chr21	30441726	1	1
chr21	30442205	1	0
chr21	30442207	2	2
chr21	30442221	2	2
chr21	30442241	2	2
chr21	30442252	2	2
chr21	30442281	2	2
chr21	30442293	2	2
chr21	30443999	1	1
chr21	30444338	2	1
chr21	30445079	2	2
chr21	30446131	1	1
chr21	30446920	1	0
chr21	30447399	1	0
chr21	30447824	1	1
chr21	30448019	2	2
chr21	30448081	1	1
chr21	30448251	4	4
chr21	30448546	1	1
chr21	30449540	1	1
chr21	30451360	1	1
chr21	30452550	2	2
chr21	30452554	2	2
chr21	30452570	2	2
chr21	30452590	2	2
chr21	30452628	1	1
chr21	30452722	1	1
chr21	30452744	1	1
chr21	30452761	1	1
chr21	30452778	1	1
chr21	30452784	1	1
chr21	30452786	1	1
chr21	30452800	1	1
chr21	30453095	1	1
chr21	30453103	1	1
chr21	30453122	1	1
chr21	30453240	1	1
chr21	30453776	1	1
chr21	30454177	2	2
chr21	30454362	3	3
chr21	30454900	1	1
chr21	30454926	1	1
chr21	30455074	1	1
chr21	30455086	2	2
chr21	30455164	1	0
chr21	30455589	1	1
chr21	30455756	3	3
chr21	30456435	2	2
chr21	30457115	1	1
chr21	30457399	1	1
chr21	30457407	1	1
chr21	30457424	1	0
chr21	30457527	1	1
chr21	30457553	1	1
chr21	30457572	1	1
chr21	30457583	1	1
chr21	30457588	1	1
chr21	30457813	1	1
chr21	30457925	2	1
chr21	30458023	2	2
chr21	30458033	1	1
chr21	30458066	1	1
chr21	30458077	1	1
chr21	30458091	2	1
chr21	30458122	3	2
chr21	30459484	2	2
chr21	30459501	2	1
chr21	30459563	2	2
chr21	30459621	2	1
chr21	30459696	1	1
chr21	30461662	2	2
chr21	30461729	1	1
chr21	30462642	1	1
chr21	30462702	2	2
chr21	30462855	3	1
chr21	30463336	1	0
chr21	30463340	2	2
chr21	30463352	2	2
chr21	30463384	2	2
chr21	30463415	1	1
chr21	30463604	2	2
chr21	30463626	1	1
chr21	30463922	1	0
chr21	30464058	1	1
chr21	30465311	1	0
chr21	30465342	1	1
chr21	30465382	1	1
chr21	30466860	1	1
chr21	30466881	1	1
chr21	30467416	1	1
chr21	30467844	1	1
chr21	30468339	1	1
chr21	30468356	1	1
chr21	30468916	1	1
chr21	30469727	1	0
chr21	30470637	1	1
chr21	30471925	1	1
chr21	30472569	1	1
chr21	30472611	1	1
chr21	30474341	1	1
chr21	30474438	2	1
chr21	30474483	2	2
chr21	30474600	1	1
chr21	30474754	1	1
chr21	30475369	3	3
chr21	30475638	1	1
chr21	30476540	1	1
chr21	30476890	1	1
chr21	30478251	1	1
chr21	30478286	1	1
chr21	30478447	3	3
chr21	30478514	2	2
chr21	30479138	1	0
chr21	30479857	3	3
chr21	30479864	3	3
chr21	30480065	1	1
chr21	30480081	1	1
chr21	30480088	1	1
chr21	30480131	1	1
chr21	30480158	1	1
chr21	30480214	2	2
chr21	30480263	3	3
chr21	30480293	2	2
chr21	30480305	1	1
chr21	30480474	1	1
chr21	30480712	1	0
chr21	30483365	1	1
chr21	30485449	2	2
chr21	30485855	1	0
chr21	30486473	2	2
chr21	30486524	1	1
chr21	30486945	1	1
chr21	30487291	3	3
chr21	30487333	1	1
chr21	30487482	1	0
chr21	30487876	2	2
chr21	30487940	1	1
chr21	30487948	1	1
chr21	30488688	2	1
chr21	30488718	2	2
chr21	30488740	2	2
chr21	30488872	2	2
chr21	30489003	2	2
chr21	30489076	2	1
chr21	30489147	1	1
chr21	30489627	1	1
chr21	30489894	1	1
chr21	30491426	1	1
chr21	30491825	1	1
chr21	30491860	2	2
chr21	30491945	1	1
chr21	30492273	2	2
chr21	30492754	1	1
chr21	30493448	1	1
chr21	30493879	1	1
chr21	30494257	2	2
chr21	30494435	2	2
chr21	30494437	2	2
chr21	30494447	4	4
chr21	30494468	3	3
chr21	30494475	3	2
chr21	30494480	3	3
chr21	30494484	3	3
chr21	30494491	3	3
chr21	30494493	3	3
chr21	30494505	3	2
chr21	30494525	2	2
chr21	30494601	1	1
chr21	30494623	1	1
chr21	30494633	1	1
chr21	30494663	2	2
chr21	30494665	2	2
chr21	30495001	2	2
chr21	30495315	2	2
chr21	30496764	1	1
chr21	30496962	2	1
chr21	30496978	2	2
chr21	30497013	3	3
chr21	30497113	2	2
chr21	30497173	1	1
chr21	30497225	1	1
chr21	30499754	1	1
chr21	30499773	1	1
chr21	30500340	3	3
chr21	30500399	1	1
chr21	30500401	1	1
chr21	30500411	1	1
chr21	30500444	1	1
chr21	30500448	1	1
chr21	30500465	3	3
chr21	30500469	3	3
chr21	30500533	3	3
chr21	30500541	3	3
chr21	30500589	1	1
chr21	30500929	1	1
chr21	30501088	1	1
chr21	30501094	1	1
chr21	30501159	1	0
chr21	30501620	1	1
chr21	30501798	3	3
chr21	30501915	1	1
chr21	30501924	1	1
chr21	30501940	1	1
chr21	30501952	1	1
chr21	30501958	2	2
chr21	30501967	2	2
chr21	30501976	2	2
chr21	30501993	2	1
chr21	30502036	2	2
chr21	30502045	2	2
chr21	30502051	2	2
chr21	30502078	3	3
chr21	30502488	1	1
chr21	30502678	2	2
chr21	30503375	3	3
chr21	30503420	3	3
chr21	30503431	3	3
chr21	30503436	3	3
chr21	30503442	2	2
chr21	30503464	1	1
chr21	30504018	1	1
chr21	30504860	1	1
chr21	30506134	1	1
chr21	30506417	1	1
chr21	30506609	3	3
chr21	30507002	2	2
chr21	30507197	1	1
chr21	30507368	1	1
chr21	30507574	2	1
chr21	30507888	1	0
chr21	30508031	1	1
chr21	30508108	2	2
chr21	30508161	2	2
chr21	30508242	3	3
chr21	30508431	1	1
chr21	30508580	3	2
chr21	30508595	3	2
chr21	30509671	1	1
chr21	30510360	3	3
chr21	30510497	3	3
chr21	30510884	1	1
chr21	30511833	1	0
chr21	30511863	2	2
chr21	30511962	1	1
chr21	30512522	1	1
chr21	30513035	1	1
chr21	30513045	1	1
chr21	30513060	1	1
chr21	30514524	2	2
chr21	30514787	3	3
chr21	30514803	1	1
chr21	30515804	1	1
chr21	30516166	1	0
chr21	30516617	4	2
chr21	30516679	3	2
chr21	30516755	1	1
chr21	30516760	1	1
chr21	30516771	2	2
chr21	30516793	2	2
chr21	30516935	1	1
chr21	30517000	1	0
chr21	30519654	2	2
chr21	30520345	1	1
chr21	30520551	1	1
chr21	30520565	1	1
chr21	30520635	1	1
chr21	30522451	1	1
chr21	30523661	2	2
chr21	30525503	1	1
chr21	30525529	1	1
chr21	30526271	1	1
chr21	30526938	1	1
chr21	30526958	2	1
chr21	30526966	2	1
chr21	30526983	2	2
chr21	30526990	2	1
chr21	30527022	2	2
chr21	30528971	1	1
chr21	30529323	1	1
chr21	30529343	1	1
chr21	30529412	1	1
chr21	30529445	1	1
chr21	30529449	1	1
chr21	30529452	1	1
chr21	30529457	1	0
chr21	30529461	1	1
chr21	30529655	2	2
chr21	30529659	3	3
chr21	30530610	1	1
chr21	30530652	1	1
chr21	30530757	2	2
chr21	30530759	2	2
chr21	30530761	2	2
chr21	30530767	2	2
chr21	30530784	2	2
chr21	30530791	2	2
chr21	30530797	2	2
chr21	30530799	2	2
chr21	30530890	1	1
chr21	30530903	1	1
chr21	30530935	1	1
chr21	30530946	1	1
chr21	30530951	1	1
chr21	30531090	1	1
chr21	30531112	2	2
chr21	30531432	1	0
chr21	30531462	1	1
chr21	30531777	1	1
chr21	30531781	1	1
chr21	30531848	1	0
chr21	30532295	1	1
chr21	30532725	2	2
chr21	30532753	3	1
chr21	30532779	2	2
chr21	30533105	2	2
chr21	30533198	1	1
chr21	30533222	2	2
chr21	30533550	1	1
chr21	30534721	1	1
chr21	30535241	1	1
chr21	30535775	2	2
chr21	30536806	1	1
chr21	30537435	1	1
chr21	30537451	1	1
chr21	30538016	2	2
chr21	30538020	2	2
chr21	30538027	2	2
chr21	30538041	2	2
chr21	30538061	2	2
chr21	30538072	2	1
chr21	30539190	1	1
chr21	30540082	1	1
chr21	30540577	1	1
chr21	30540608	1	0
chr21	30540635	2	2
chr21	30540640	2	2
chr21	30540678	1	1
chr21	30540684	1	1
chr21	30540694	1	1
chr21	30541414	1	1
chr21	30541597	2	1
chr21	30541614	1	1
chr21	30542231	1	1
chr21	30542781	1	0
chr21	30543123	2	1
chr21	30544117	1	1
chr21	30544138	1	1
chr21	30545122	1	1
chr21	30545290	1	1
chr21	30545402	1	1
chr21	30547649	1	0
chr21	30547940	1	0
chr21	30548333	1	0
chr21	30548911	1	1
chr21	30549295	2	2
chr21	30551299	2	2
chr21	30551739	1	1
chr21	30551763	1	1
chr21	30552419	1	1
chr21	30552886	1	1
chr21	30555747	2	2
chr21	30555976	1	1
chr21	30555985	2	2
chr21	30556623	2	2
chr21	30556650	2	2
chr21	30556661	2	2
chr21	30556697	2	1
chr21	30556722	1	1
chr21	30556967	2	2
chr21	30557087	2	2
chr21	30558168	3	3
chr21	30558186	2	2
chr21	30558302	2	2
chr21	30558325	2	2
chr21	30558362	1	1
chr21	30558462	2	1
chr21	30558994	1	1
chr21	30559060	2	2
chr21	30559077	2	2
chr21	30559114	1	1
chr21	30559578	1	0
chr21	30559663	2	2
chr21	30561192	2	2
chr21	30561235	2	2
chr21	30561250	1	1
chr21	30561277	1	1
chr21	30561406	1	1
chr21	30562047	2	1
chr21	30563197	4	4
chr21	30563220	4	4
chr21	30563262	1	1
chr21	30563550	1	1
chr21	30563589	1	1
chr21	30564428	1	0
chr21	30564437	2	1
chr21	30564507	1	0
chr21	30564721	2	2
chr21	30564980	1	1
chr21	30566524	1	0
chr21	30567007	1	1
chr21	30568935	2	1
chr21	30568941	2	2
chr21	30568953	2	2
chr21	30569051	1	1
chr21	30569075	1	1
chr21	30569115	1	1
chr21	30569140	2	2
chr21	30569164	2	2
chr21	30569260	2	1
chr21	30569292	2	2
chr21	30569410	2	2
chr21	30569505	2	2
chr21	30569752	1	1
chr21	30570532	1	1
chr21	30570586	1	1
chr21	30571603	1	1
chr21	30572388	1	1
chr21	30572481	1	1
chr21	30572492	1	1
chr21	30573300	1	1
chr21	30573704	2	0
chr21	30573898	1	1
chr21	30574132	1	1
chr21	30574427	3	2
chr21	30574432	3	3
chr21	30574474	2	0
chr21	30574493	1	1
chr21	30574496	1	1
chr21	30577147	2	2
chr21	30577153	2	2
chr21	30577658	2	2
chr21	30578216	1	1
chr21	30578218	1	1
chr21	30578274	1	1
chr21	30578423	1	1
chr21	30578491	2	2
chr21	30578805	6	6
chr21	30579299	2	1
chr21	30579822	1	1
chr21	30579941	1	0
chr21	30580086	1	1
chr21	30580459	5	5
chr21	30580735	1	1
chr21	30581896	1	1
chr21	30581958	1	1
chr21	30582785	1	1
chr21	30582827	1	1
chr21	30583898	3	1
chr21	30584025	2	2
chr21	30584390	1	1
chr21	30584395	1	1
chr21	30584596	1	1
chr21	30584973	1	1
chr21	30585162	1	1
chr21	30585174	1	1
chr21	30585238	1	1
chr21	30585262	1	1
chr21	30585264	1	1
chr21	30585733	1	1
chr21	30586684	1	1
chr21	30586703	1	1
chr21	30588162	1	1
chr21	30589017	1	1
chr21	30590282	4	3
chr21	30591573	1	0
chr21	30591631	2	2
chr21	30592526	2	2
chr21	30592550	2	2
chr21	30592739	2	2
chr21	30593565	1	1
chr21	30594445	2	1
chr21	30594914	1	1
chr21	30594944	1	1
chr21	30597461	2	2
chr21	30597463	2	2
chr21	30597501	2	2
chr21	30597534	1	0
chr21	30597750	1	1
chr21	30597774	2	2
chr21	30597784	2	2
chr21	30598609	3	3
chr21	30598624	2	2
chr21	30598647	1	1
chr21	30598678	3	3
chr21	30598706	3	2
chr21	30598735	2	2
chr21	30598742	3	3
chr21	30598783	4	4
chr21	30598814	3	3
chr21	30598841	1	1
chr21	30598844	1	1
chr21	30598856	2	2
chr21	30598868	1	1
chr21	30598875	1	1
chr21	30600474	3	3
chr21	30600501	1	1
chr21	30600506	1	1
chr21	30600510	1	1
chr21	30600554	1	0
chr21	30600821	1	1
chr21	30601201	1	1
chr21	30602165	1	1
chr21	30602894	2	2
chr21	30603172	3	3
chr21	30603699	1	1
chr21	30605247	3	2
chr21	30605294	3	3
chr21	30605484	1	1
chr21	30605996	1	1
chr21	30606434	4	4
chr21	30606503	2	2
chr21	30606911	1	0
chr21	30607764	1	1
chr21	30610449	1	1
chr21	30610534	1	1
chr21	30610802	2	1
chr21	30611236	1	1
chr21	30611281	2	2
chr21	30611616	2	2
chr21	30611638	2	2
chr21	30612402	2	2
chr21	30612841	1	0
chr21	30613715	1	1
chr21	30613744	2	2
chr21	30613777	5	5
chr21	30615659	1	0
chr21	30616527	1	1
chr21	30618030	1	0
chr21	30618063	1	1
chr21	30618128	1	1
chr21	30618209	1	1
chr21	30619889	1	1
chr21	30619938	1	1
chr21	30620696	1	1
chr21	30620887	2	2
chr21	30621510	1	1
chr21	30621829	2	2
chr21	30621889	2	1
chr21	30621899	2	2
chr21	30621975	1	1
chr21	30622044	1	1
chr21	30622527	1	1
chr21	30622584	1	1
chr21	30623027	2	2
chr21	30623122	1	1
chr21	30623134	1	1
chr21	30623194	1	1
chr21	30623211	1	1
chr21	30623342	1	1
chr21	30623372	2	1
chr21	30623779	2	2
chr21	30624045	1	1
chr21	30624149	1	1
chr21	30624256	2	2
chr21	30624288	2	2
chr21	30624649	2	2
chr21	30625569	3	2
chr21	30625627	3	1
chr21	30626097	1	1
chr21	30626244	1	1
chr21	30626692	1	0
chr21	30626754	1	1
chr21	30626802	2	2
chr21	30626847	3	3
chr21	30626863	2	2
chr21	30626965	1	0
chr21	30627639	2	2
chr21	30628453	3	2
chr21	30628514	1	1
chr21	30629182	2	1
chr21	30629248	1	1
chr21	30630276	1	1
chr21	30631036	2	2
chr21	30631278	3	3
chr21	30631315	3	3
chr21	30631411	1	1
chr21	30631434	1	1
chr21	30631673	1	1
chr21	30631945	1	0
chr21	30633010	1	1
chr21	30633057	1	1
chr21	30633517	1	1
chr21	30633546	2	2
chr21	30633624	1	1
chr21	30633631	1	1
chr21	30633639	1	1
chr21	30633671	1	1
chr21	30634257	1	0
chr21	30635320	2	2
chr21	30635417	2	2
chr21	30635484	4	3
chr21	30635989	1	1
chr21	30636659	1	1
chr21	30636962	1	1
chr21	30637279	1	1
chr21	30637426	1	1
chr21	30637438	1	1
chr21	30637569	1	1
chr21	30637627	2	2
chr21	30637632	2	2
chr21	30637677	2	2
chr21	30637838	2	2
chr21	30637961	3	3
chr21	30638043	1	1
chr21	30638589	1	1
chr21	30638605	2	2
chr21	30638647	2	2
chr21	30638688	2	1
chr21	30639645	2	1
chr21	30639761	1	1
chr21	30640780	2	1
chr21	30641194	1	0
chr21	30641741	1	1
chr21	30642377	2	2
chr21	30642442	2	2
chr21	30642912	1	1
chr21	30643201	1	1
chr21	30643206	1	1
chr21	30643233	1	1
chr21	30643383	1	1
chr21	30643836	2	2
chr21	30644506	1	1
chr21	30644579	1	1
chr21	30644631	1	1
chr21	30644773	4	4
chr21	30644844	1	1
chr21	30644866	1	1
chr21	30645135	1	1
chr21	30645147	1	1
chr21	30645224	1	1
chr21	30645238	1	1
chr21	30645583	1	1
chr21	30645595	3	2
chr21	30645621	3	3
chr21	30646318	1	1
chr21	30648831	2	2
chr21	30648884	2	2
chr21	30648966	2	0
chr21	30649251	1	1
chr21	30650053	1	0
chr21	30650459	1	0
chr21	30650471	1	0
chr21	30651228	1	1
chr21	30652184	1	1
chr21	30652189	1	1
chr21	30652421	1	1
chr21	30653718	1	1
chr21	30654555	1	1
chr21	30657033	1	1
chr21	30657084	1	1
chr21	30657182	2	1
chr21	30657278	2	2
chr21	30657707	1	1
chr21	30657734	1	0
chr21	30658197	2	2
chr21	30658632	1	0
chr21	30659026	2	1
chr21	30659436	2	1
chr21	30659668	1	1
chr21	30659833	1	1
chr21	30660275	1	1
chr21	30660498	1	1
chr21	30660639	2	2
chr21	30661027	4	1
chr21	30661220	1	0
chr21	30661271	2	2
chr21	30661306	1	1
chr21	30661409	1	1
chr21	30662530	3	1
chr21	30662709	1	0
chr21	30663432	1	1
chr21	30663717	2	2
chr21	30663826	1	1
chr21	30664064	1	1
chr21	30664267	2	2
chr21	30664271	2	2
chr21	30664858	2	2
chr21	30664882	4	4
chr21	30664994	1	0
chr21	30664997	1	0
chr21	30665014	1	1
chr21	30665060	2	1
chr21	30665112	3	1
chr21	30665168	1	0
chr21	30665248	1	1
chr21	30665711	1	1
chr21	30666394	1	1
chr21	30667286	1	1
chr21	30667479	1	1
chr21	30668081	1	1
chr21	30668565	2	2
chr21	30669193	1	1
chr21	30669657	2	2
chr21	30670742	3	2
chr21	30670769	4	4
chr21	30670824	1	1
chr21	30671350	1	1
chr21	30672244	4	4
chr21	30672396	2	2
chr21	30674700	2	2
chr21	30676057	2	0
chr21	30676108	1	1
chr21	30677224	1	1
chr21	30677341	1	1
chr21	30677962	1	1
chr21	30677969	1	1
chr21	30678189	4	4
chr21	30678398	1	1
chr21	30681149	2	2
chr21	30681327	1	1
chr21	30681648	1	0
chr21	30682782	1	1
chr21	30683337	2	0
chr21	30683706	1	1
chr21	30683901	1	1
chr21	30683918	1	1
chr21	30683926	1	1
chr21	30684045	1	1
chr21	30684498	1	1
chr21	30684646	1	1
chr21	30684656	1	1
chr21	30685437	3	1
chr21	30685446	3	3
chr21	30685478	3	3
chr21	30686781	2	1
chr21	30687042	2	1
chr21	30687846	1	1
chr21	30687886	2	2
chr21	30687909	2	2
chr21	30687972	1	1
chr21	30688295	1	0
chr21	30688570	1	0
chr21	30688824	1	1
chr21	30689498	2	2
chr21	30689903	1	1
chr21	30689951	1	1
chr21	30689964	1	1
chr21	30689986	1	1
chr21	30690010	1	0
chr21	30690027	3	1
chr21	30691248	1	1
chr21	30691413	1	1
chr21	30691489	3	3
chr21	30691588	4	3
chr21	30691597	3	3
chr21	30694334	1	1
chr21	30694398	2	2
chr21	30694525	1	1
chr21	30697132	1	0
chr21	30697442	1	0
chr21	30697760	1	1
chr21	30697775	1	1
chr21	30698729	1	1
chr21	30698879	1	0
chr21	30699434	6	4
chr21	30699462	4	3
chr21	30699544	1	1
chr21	30700441	4	3
chr21	30700523	4	1
chr21	30700664	2	2
chr21	30700692	2	2
chr21	30703011	1	0
chr21	30705196	2	1
chr21	30705210	3	3
chr21	30706738	2	1
chr21	30707205	1	1
chr21	30707236	1	1
chr21	30707260	1	1
chr21	30708551	1	1
chr21	30708680	1	1
chr21	30710154	1	0
chr21	30711229	1	0
chr21	30711261	1	1
chr21	30711395	1	1
chr21	30712151	1	1
chr21	30713185	2	2
chr21	30713507	2	2
chr21	30713730	1	1
chr21	30713789	1	1
chr21	30714092	1	1
chr21	30714546	1	0
chr21	30715195	1	1
chr21	30715533	1	1
chr21	30715885	1	1
chr21	30715996	1	1
chr21	30716029	1	0
chr21	30716051	1	1
chr21	30716577	3	2
chr21	30717056	1	1
chr21	30717375	4	4
chr21	30717436	1	1
chr21	30717731	1	1
chr21	30717734	1	1
chr21	30717761	1	1
chr21	30717798	1	1
chr21	30717823	1	1
chr21	30717854	2	2
chr21	30717886	1	1
chr21	30717888	1	0
chr21	30717894	1	1
chr21	30718660	2	2
chr21	30721715	1	1
chr21	30721748	1	1
chr21	30722810	1	1
chr21	30723151	1	0
chr21	30723495	3	2
chr21	30723762	1	1
chr21	30723868	3	3
chr21	30723891	3	3
chr21	30724099	1	1
chr21	30724868	2	0
chr21	30725482	1	1
chr21	30725782	1	1
chr21	30725820	2	2
chr21	30725841	2	2
chr21	30726093	1	0
chr21	30726201	1	1
chr21	30726410	1	0
chr21	30726694	1	1
chr21	30728442	2	0
chr21	30728468	3	0
chr21	30728514	2	2
chr21	30728528	1	1
chr21	30728701	1	0
chr21	30729667	1	0
chr21	30730129	2	2
chr21	30730189	1	1
chr21	30730200	1	1
chr21	30730352	2	1
chr21	30730617	2	2
chr21	30730631	1	1
chr21	30730651	2	2
chr21	30733780	1	1
chr21	30734002	1	1
chr21	30734019	1	1
chr21	30734871	1	1
chr21	30734985	1	1
chr21	30735184	1	1
chr21	30735665	1	1
chr21	30736571	1	1
chr21	30737007	1	1
chr21	30737219	1	1
chr21	30737306	1	1
chr21	30737718	1	1
chr21	30737909	1	1
chr21	30738666	2	2
chr21	30738700	1	1
chr21	30739390	3	2
chr21	30739487	3	3
chr21	30739679	2	2
chr21	30739848	1	1
chr21	30740789	1	1
chr21	30741168	1	1
chr21	30741820	2	2
chr21	30741854	3	2
chr21	30741866	3	3
chr21	30741968	2	2
chr21	30742214	1	1
chr21	30743563	1	1
chr21	30743575	1	1
chr21	30743585	1	1
chr21	30743595	1	1
chr21	30743607	1	1
chr21	30743617	1	1
chr21	30743629	1	1
chr21	30743641	1	1
chr21	30743880	2	1
chr21	30744632	2	2
chr21	30745244	1	1
chr21	30745304	1	1
chr21	30745340	3	0
chr21	30745385	2	1
chr21	30746771	1	1
chr21	30747043	1	1
chr21	30747103	2	2
chr21	30747139	2	2
chr21	30748026	1	1
chr21	30748084	1	0
chr21	30749036	1	1
chr21	30749159	1	0
chr21	30749204	2	1
chr21	30750607	1	1
chr21	30750610	1	1
chr21	30752076	1	1
chr21	30752158	1	1
chr21	30752221	2	2
chr21	30752567	1	1
chr21	30753707	2	1
chr21	30753714	2	1
chr21	30753749	2	1
chr21	30753761	2	1
chr21	30754265	1	1
chr21	30754345	3	1
chr21	30754418	1	1
chr21	30754721	2	2
chr21	30755020	2	2
chr21	30755069	2	1
chr21	30755336	1	1
chr21	30756742	1	0
chr21	30757268	3	1
chr21	30757888	1	0
chr21	30757988	1	1
chr21	30758622	2	2
chr21	30758779	2	2
chr21	30758791	1	1
chr21	30759003	1	0
chr21	30759220	1	0
chr21	30759468	2	1
chr21	30761774	1	1
chr21	30762161	2	2
chr21	30762801	6	6
chr21	30762808	7	7
chr21	30762882	1	1
chr21	30762899	2	2
chr21	30762950	2	2
chr21	30763205	1	1
chr21	30764228	1	0
chr21	30764673	1	1
chr21	30764697	2	2
chr21	30765551	1	1
chr21	30766236	2	2
chr21	30766596	2	2
chr21	30767027	1	1
chr21	30767048	1	1
chr21	30767723	1	1
chr21	30767769	1	1
chr21	30768050	2	2
chr21	30768071	2	2
chr21	30768075	2	2
chr21	30768080	1	1
chr21	30768124	1	1
chr21	30768510	1	1
chr21	30768645	1	1
chr21	30768652	1	1
chr21	30768994	1	1
chr21	30769000	1	1
chr21	30769004	1	1
chr21	30769070	2	2
chr21	30769085	2	2
chr21	30769089	2	2
chr21	30770330	2	2
chr21	30770333	2	2
chr21	30770610	1	1
chr21	30770647	1	1
chr21	30770717	1	1
chr21	30772550	3	1
chr21	30772771	1	1
chr21	30773262	1	1
chr21	30773426	1	1
chr21	30773569	2	2
chr21	30775632	2	1
chr21	30776542	4	4
chr21	30776620	3	3
chr21	30776630	2	2
chr21	30776696	2	2
chr21	30776776	2	2
chr21	30776876	1	1
chr21	30776939	1	0
chr21	30778563	1	1
chr21	30778636	1	1
chr21	30779110	2	2
chr21	30779148	2	2
chr21	30779168	2	2
chr21	30779194	1	1
chr21	30780236	1	1
chr21	30780254	1	0
chr21	30780394	1	1
chr21	30780427	1	0
chr21	30780685	1	0
chr21	30780708	1	1
chr21	30780712	1	1
chr21	30780717	1	1
chr21	30780728	1	1
chr21	30781252	2	2
chr21	30781321	2	2
chr21	30781332	2	2
chr21	30781741	1	1
chr21	30781746	1	1
chr21	30781757	1	1
chr21	30781863	1	1
chr21	30781902	1	1
chr21	30781925	1	1
chr21	30781956	1	1
chr21	30782119	5	3
chr21	30782221	2	2
chr21	30783081	1	1
chr21	30784250	1	1
chr21	30784289	2	2
chr21	30784307	1	1
chr21	30785043	2	2
chr21	30785192	1	1
chr21	30785208	1	0
chr21	30785285	2	2
chr21	30785512	1	1
chr21	30785528	1	1
chr21	30785563	1	1
chr21	30785596	1	1
chr21	30785652	1	0
chr21	30785660	1	0
chr21	30785667	1	0
chr21	30785684	1	0
chr21	30785690	1	1
chr21	30785722	1	0
chr21	30785846	3	3
chr21	30786224	1	1
chr21	30786980	1	1
chr21	30787056	1	1
chr21	30787184	1	1
chr21	30787188	1	1
chr21	30787190	1	1
chr21	30787200	1	1
chr21	30787229	1	1
chr21	30787234	1	1
chr21	30787238	1	1
chr21	30787421	1	1
chr21	30787443	1	1
chr21	30788041	2	2
chr21	30788668	1	1
chr21	30789732	1	1
chr21	30789897	2	2
chr21	30789918	1	1
chr21	30790316	2	2
chr21	30790488	2	2
chr21	30790837	1	1
chr21	30790851	1	1
chr21	30791109	3	2
chr21	30791531	1	1
chr21	30791591	1	1
chr21	30792313	1	1
chr21	30793084	1	1
chr21	30793220	1	1
chr21	30793478	1	0
chr21	30794291	1	0
chr21	30795144	1	1
chr21	30795263	1	1
chr21	30795552	1	0
chr21	30795611	1	1
chr21	30796047	2	2
chr21	30796117	1	1
chr21	30796857	1	1
chr21	30796900	1	1
chr21	30796912	1	1
chr21	30797035	2	1
chr21	30797129	1	1
chr21	30797131	1	1
chr21	30797153	2	2
chr21	30798009	1	1
chr21	30799168	2	2
chr21	30799782	1	1
chr21	30799843	1	1
chr21	30799872	1	1
chr21	30800176	2	2
chr21	30800208	2	2
chr21	30800378	4	4
chr21	30800919	1	1
chr21	30802487	1	1
chr21	30802526	1	1
chr21	30803294	1	1
chr21	30803962	1	1
chr21	30804629	1	1
chr21	30805125	2	2
chr21	30805138	2	1
chr21	30805155	4	3
chr21	30805194	3	3
chr21	30805230	1	1
chr21	30805270	1	1
chr21	30805290	1	1
chr21	30805304	1	1
chr21	30806094	1	1
chr21	30806123	1	1
chr21	30806137	1	1
chr21	30806210	1	0
chr21	30806620	1	1
chr21	30806999	4	4
chr21	30807006	4	4
chr21	30807030	4	4
chr21	30807691	1	1
chr21	30807741	1	1
chr21	30807747	1	1
chr21	30808108	1	1
chr21	30808413	1	1
chr21	30808574	1	1
chr21	30809084	1	1
chr21	30809402	2	2
chr21	30809768	1	0
chr21	30809829	2	2
chr21	30810051	2	2
chr21	30810810	1	1
chr21	30811855	1	1
chr21	30812404	1	1
chr21	30812440	2	2
chr21	30812813	1	1
chr21	30812860	2	2
chr21	30812892	1	1
chr21	30812956	2	2
chr21	30813013	1	1
chr21	30813079	1	1
chr21	30813094	1	1
chr21	30813199	1	1
chr21	30813211	1	1
chr21	30814753	2	2
chr21	30814775	2	2
