chr	pos 	N	X
chr21	10122937	3	2
chr21	10122995	7	3
chr21	10122998	7	4
chr21	10123008	6	4
chr21	10123026	5	0
chr21	10123189	2	2
chr21	10123191	2	1
chr21	10123204	2	1
chr21	10123222	2	0
chr21	10123226	3	0
chr21	10123252	4	2
chr21	10123303	2	2
chr21	10123365	1	1
chr21	10123386	1	0
chr21	10123388	1	0
chr21	10123391	1	1
chr21	10123393	1	1
chr21	10123401	1	0
chr21	10123423	2	2
chr21	10123459	1	1
chr21	10123465	1	1
chr21	10123482	1	1
chr21	10123490	1	1
chr21	10123495	1	1
chr21	10123604	2	2
chr21	10123606	2	2
chr21	10123611	2	2
chr21	10123619	3	1
chr21	10123631	3	3
chr21	10123657	4	2
chr21	10123690	2	2
chr21	10123703	2	1
chr21	10123708	2	1
chr21	10123713	1	1
chr21	10123719	1	1
chr21	10124225	2	2
chr21	10124230	3	3
chr21	10124240	3	3
chr21	10124253	3	3
chr21	10124258	3	2
chr21	10124262	3	2
chr21	10124288	3	3
chr21	10124293	3	3
chr21	10124298	2	2
chr21	10124310	1	0
chr21	10125028	1	1
chr21	10125030	1	1
chr21	10125033	1	1
chr21	10125065	1	1
chr21	10125091	1	1
chr21	10125479	1	1
chr21	10125515	1	1
chr21	10125538	1	1
chr21	10125551	1	1
chr21	10125645	1	1
chr21	10125653	1	1
chr21	10125671	1	0
chr21	10125747	1	0
chr21	10125752	1	1
chr21	10125791	2	0
chr21	10125837	3	2
chr21	10125845	3	2
chr21	10125862	3	1
chr21	10125866	3	2
chr21	10125892	4	4
chr21	10125914	3	3
chr21	10125925	2	1
chr21	10125947	1	1
chr21	10126958	1	0
chr21	10127407	2	2
chr21	10127456	1	1
chr21	10128524	1	0
chr21	10129075	2	2
chr21	10132154	3	3
chr21	10134317	5	4
chr21	10135997	1	0
chr21	10136072	1	1
chr21	10136092	2	2
chr21	10142291	3	1
chr21	10143259	1	0
chr21	10144339	1	1
chr21	10147838	1	0
chr21	10148468	1	0
chr21	10149231	2	2
chr21	10149295	3	1
chr21	10149337	1	1
chr21	10149359	2	2
chr21	10149393	2	0
chr21	10151827	5	3
chr21	10151882	3	1
chr21	10151900	1	1
chr21	10153513	1	0
chr21	10154445	1	1
chr21	10155242	1	1
chr21	10159234	2	1
chr21	10163920	1	0
chr21	10163981	2	0
chr21	10269892	1	1
chr21	10269982	3	3
chr21	10270336	29	5
chr21	10270371	1	0
chr21	10270551	3	2
chr21	10270583	1	1
chr21	10271844	1	1
chr21	10271912	2	2
chr21	10272124	1	0
chr21	10272372	1	1
chr21	10274090	2	2
chr21	10274166	1	1
chr21	10274234	3	3
chr21	10325594	1	1
chr21	10325626	1	1
chr21	10325636	1	1
chr21	10325705	1	0
chr21	10325806	25	0
chr21	10326048	2	2
chr21	10326289	8	7
chr21	10326728	4	3
chr21	10327135	2	2
chr21	10327232	1	1
chr21	10327728	1	0
chr21	10327779	3	3
chr21	10327789	3	3
chr21	10327833	3	1
chr21	10327906	1	1
chr21	10328632	3	1
chr21	10328820	2	1
chr21	10328851	2	0
chr21	10328879	2	1
chr21	10328926	3	3
chr21	10329306	2	1
chr21	10329404	1	1
chr21	10329666	5	4
chr21	10329676	4	3
chr21	10329746	4	2
chr21	10329840	2	2
chr21	10329886	1	1
chr21	10330038	1	1
chr21	10330053	2	2
chr21	10330567	2	2
chr21	10330670	4	4
chr21	10330686	3	3
chr21	10330729	5	5
chr21	10330779	6	6
chr21	10330786	6	5
chr21	10330804	6	6
chr21	10330812	5	2
chr21	10330976	9	9
chr21	10331031	5	3
chr21	10331081	1	1
chr21	10331138	8	8
chr21	10331171	8	7
chr21	10331286	4	4
chr21	10331423	8	7
chr21	10331432	6	6
chr21	10331866	3	3
chr21	10332186	1	1
chr21	10332347	1	0
chr21	10332451	1	1
chr21	10332600	5	3
chr21	10332630	7	2
chr21	10332657	7	1
chr21	10333043	2	1
chr21	10334563	5	2
chr21	10334586	4	3
chr21	10334595	1	1
chr21	10334727	2	2
chr21	10334729	2	2
chr21	10334949	2	2
chr21	10334989	4	4
chr21	10335040	2	2
chr21	10335335	1	1
chr21	10335375	2	2
chr21	10335459	2	1
chr21	10336145	6	2
chr21	10336231	4	4
chr21	10336275	1	0
chr21	10336790	1	1
chr21	10336822	1	1
chr21	10336866	2	1
chr21	10336873	2	2
chr21	10336878	2	2
chr21	10336880	1	1
chr21	10336882	1	1
chr21	10336911	1	1
chr21	10337168	1	1
chr21	10337228	5	4
chr21	10337237	4	3
chr21	10337424	3	2
chr21	10337486	2	2
chr21	10338063	1	0
chr21	10338092	3	3
chr21	10338460	6	5
chr21	10338505	2	2
chr21	10338619	4	1
chr21	10338941	1	1
chr21	10339040	1	0
chr21	10339112	1	1
chr21	10339121	3	2
chr21	10339432	2	1
chr21	10340430	2	1
chr21	10341479	1	1
chr21	10341488	1	0
chr21	10341520	1	1
chr21	10341613	1	1
chr21	10341631	2	2
chr21	10341682	2	2
chr21	10341792	2	1
chr21	10341859	1	1
chr21	10341868	1	0
chr21	10341901	3	0
chr21	10341922	6	5
chr21	10341949	7	4
chr21	10341959	7	4
chr21	10341993	4	4
chr21	10341997	2	2
chr21	10342005	4	4
chr21	10342009	4	4
chr21	10342048	3	1
chr21	10342072	3	3
chr21	10342080	3	1
chr21	10342088	3	1
chr21	10342110	2	2
chr21	10342118	3	2
chr21	10342385	1	0
chr21	10342388	2	1
chr21	10342404	4	2
chr21	10342421	6	5
chr21	10342428	6	6
chr21	10342449	8	7
chr21	10342452	7	5
chr21	10342464	8	8
chr21	10342470	9	9
chr21	10342477	7	7
chr21	10342490	5	4
chr21	10342498	5	4
chr21	10342504	7	4
chr21	10342509	6	5
chr21	10342541	4	4
chr21	10342554	3	3
chr21	10342558	3	3
chr21	10342616	1	1
chr21	10342619	1	1
chr21	10342871	3	3
chr21	10342898	3	3
chr21	10342920	3	3
chr21	10343170	2	2
chr21	10343185	3	3
chr21	10343195	3	2
chr21	10343210	3	3
chr21	10343216	3	3
chr21	10343219	3	2
chr21	10343239	5	4
chr21	10343266	9	9
chr21	10343305	13	11
chr21	10343332	17	14
chr21	10343342	15	13
chr21	10343344	14	12
chr21	10343357	10	7
chr21	10343384	5	5
chr21	10343391	4	3
chr21	10343398	4	1
chr21	10343403	3	3
chr21	10343431	1	1
chr21	10343446	1	1
chr21	10343460	1	0
chr21	10343476	1	0
chr21	10343494	1	1
chr21	10343573	1	0
chr21	10343608	2	0
chr21	10343651	1	1
chr21	10343658	1	0
chr21	10343669	1	0
chr21	10344456	3	2
chr21	10344483	7	3
chr21	10344537	7	3
chr21	10344562	2	2
chr21	10345108	7	5
chr21	10345267	4	3
chr21	10345287	4	4
chr21	10345356	5	4
chr21	10345715	2	1
chr21	10346440	4	2
chr21	10346463	4	3
chr21	10346523	1	0
chr21	10347008	1	1
chr21	10347024	1	1
chr21	10347787	6	4
chr21	10347809	8	7
chr21	10347821	9	7
chr21	10347870	6	6
chr21	10347875	5	5
chr21	10347942	3	3
chr21	10348233	3	2
chr21	10348353	1	1
chr21	10348889	1	1
chr21	10349085	4	3
chr21	10349937	3	2
chr21	10350130	1	1
chr21	10350745	2	1
chr21	10351100	2	2
chr21	10351147	3	3
chr21	10351463	1	0
chr21	10351531	2	1
chr21	10351576	3	3
chr21	10351881	1	0
chr21	10351930	2	0
chr21	10351987	3	3
chr21	10352098	5	3
chr21	10352108	5	3
chr21	10352413	2	2
chr21	10352425	2	2
chr21	10353211	1	1
chr21	10353239	1	0
chr21	10353698	2	2
chr21	10353774	4	3
chr21	10354046	1	1
chr21	10354083	1	1
chr21	10354167	1	1
chr21	10354206	1	1
chr21	10354470	2	2
chr21	10354483	3	3
chr21	10354488	3	3
chr21	10354543	1	0
chr21	10354546	1	0
chr21	10354611	1	1
chr21	10355339	1	0
chr21	10355453	2	2
chr21	10355464	2	2
chr21	10355508	1	1
chr21	10355532	1	1
chr21	10357704	2	2
chr21	10357706	2	2
chr21	10357736	3	3
chr21	10357744	3	3
chr21	10357751	3	2
chr21	10357888	1	0
chr21	10357904	1	1
chr21	10357932	2	2
chr21	10357942	3	2
chr21	10357944	3	2
chr21	10357948	3	3
chr21	10358906	2	2
chr21	10359235	1	0
chr21	10359587	3	2
chr21	10359862	2	1
chr21	10360101	3	1
chr21	10362417	2	1
chr21	10362444	1	0
chr21	10362454	2	1
chr21	10362993	3	3
chr21	10362997	3	3
chr21	10362999	4	3
chr21	10363009	4	3
chr21	10363053	3	1
chr21	10363087	1	1
chr21	10366359	1	1
chr21	10366381	1	0
chr21	10366404	2	2
chr21	10366426	1	0
chr21	10366449	1	1
chr21	10367635	2	0
chr21	10367654	3	2
chr21	10367733	4	4
chr21	10367769	7	5
chr21	10367797	6	6
chr21	10367816	5	5
chr21	10367839	3	3
chr21	10368389	7	2
chr21	10368430	12	12
chr21	10368442	12	12
chr21	10368466	9	6
chr21	10368474	9	8
chr21	10368542	5	4
chr21	10368568	3	1
chr21	10368570	3	2
chr21	10368578	3	2
chr21	10368678	1	1
chr21	10368709	3	3
chr21	10368721	3	2
chr21	10368752	6	4
chr21	10368787	7	5
chr21	10368802	5	5
chr21	10370291	7	6
chr21	10370332	4	2
chr21	10371116	1	1
chr21	10371376	1	0
chr21	10371408	2	2
chr21	10371466	2	1
chr21	10371471	2	2
chr21	10371499	1	1
chr21	10371509	1	1
chr21	10371560	1	1
chr21	10371599	1	1
chr21	10371782	8	6
chr21	10371789	8	8
chr21	10371800	9	8
chr21	10371831	9	7
chr21	10371846	7	7
chr21	10371852	6	5
chr21	10371875	2	2
chr21	10371987	1	0
chr21	10372070	1	1
chr21	10372386	1	1
chr21	10372394	1	1
chr21	10372450	1	1
chr21	10372457	1	1
chr21	10372560	1	1
chr21	10372575	1	1
chr21	10372603	1	1
chr21	10372608	1	1
chr21	10372633	2	2
chr21	10372695	3	3
chr21	10372699	3	3
chr21	10372986	3	2
chr21	10372988	3	2
chr21	10373045	2	2
chr21	10373109	4	4
chr21	10373152	6	5
chr21	10373209	1	0
chr21	10373253	1	1
chr21	10373329	1	1
chr21	10373534	1	1
chr21	10373575	1	1
chr21	10373579	1	1
chr21	10373942	1	0
chr21	10373982	1	1
chr21	10374392	1	0
chr21	10374446	2	0
chr21	10374467	1	1
chr21	10375211	2	2
chr21	10376304	8	6
chr21	10376307	9	8
chr21	10376345	8	8
chr21	10376359	9	4
chr21	10376473	1	1
chr21	10376505	1	1
chr21	10376512	1	1
chr21	10376521	1	1
chr21	10376537	1	0
chr21	10376671	1	1
chr21	10376711	1	1
chr21	10376755	1	1
chr21	10376826	1	1
chr21	10376847	1	1
chr21	10376966	1	1
chr21	10377010	2	2
chr21	10377035	3	3
chr21	10377272	1	1
chr21	10377669	2	1
chr21	10377707	1	1
chr21	10377739	4	2
chr21	10377807	2	2
chr21	10377832	1	1
chr21	10377843	1	1
chr21	10377921	4	4
chr21	10377937	4	3
chr21	10377943	4	4
chr21	10378180	4	2
chr21	10378240	2	2
chr21	10378291	4	4
chr21	10378885	1	1
chr21	10379217	2	1
chr21	10379221	3	3
chr21	10379303	5	5
chr21	10379339	5	5
chr21	10379364	7	7
chr21	10379383	5	5
chr21	10379412	5	4
chr21	10379430	7	4
chr21	10379434	7	6
chr21	10379455	5	3
chr21	10379498	3	3
chr21	10379522	3	3
chr21	10379582	4	3
chr21	10379620	3	3
chr21	10379622	2	2
chr21	10379628	2	2
chr21	10379786	2	2
chr21	10379800	3	3
chr21	10379816	3	2
chr21	10379844	4	3
chr21	10379900	1	1
chr21	10379930	1	1
chr21	10380018	4	3
chr21	10380022	4	4
chr21	10380082	4	3
chr21	10380102	4	4
chr21	10380118	3	3
chr21	10380226	2	2
chr21	10380249	2	2
chr21	10380256	2	2
chr21	10380266	2	1
chr21	10380304	2	2
chr21	10380320	1	1
chr21	10380415	1	1
chr21	10380443	4	3
chr21	10380455	6	5
chr21	10380459	6	6
chr21	10380657	2	2
chr21	10380680	3	3
chr21	10380711	3	1
chr21	10380719	3	2
chr21	10380751	1	1
chr21	10380841	1	1
chr21	10380886	2	2
chr21	10380890	1	1
chr21	10380898	1	1
chr21	10381190	2	2
chr21	10381196	2	2
chr21	10381220	4	4
chr21	10381264	3	3
chr21	10381277	2	2
chr21	10381433	1	0
chr21	10381472	3	3
chr21	10381489	3	3
chr21	10381495	3	3
chr21	10381519	5	5
chr21	10381527	5	5
chr21	10381546	5	5
chr21	10381587	4	4
chr21	10381610	5	4
chr21	10381634	5	5
chr21	10381636	5	3
chr21	10381744	1	1
chr21	10381864	1	1
chr21	10381876	1	1
chr21	10381879	1	1
chr21	10381921	1	1
chr21	10381930	1	1
chr21	10382133	1	0
chr21	10382268	2	2
chr21	10382278	2	2
chr21	10382360	3	3
chr21	10382376	3	3
chr21	10382718	3	1
chr21	10382766	3	2
chr21	10382780	1	1
chr21	10382797	2	0
chr21	10382963	1	0
chr21	10383022	3	2
chr21	10383106	1	0
chr21	10383160	1	1
chr21	10383351	1	1
chr21	10383367	1	1
chr21	10383400	2	2
chr21	10383411	2	1
chr21	10383425	2	2
chr21	10383445	1	1
chr21	10383553	3	3
chr21	10383560	4	4
chr21	10383583	4	2
chr21	10383623	6	6
chr21	10383628	8	8
chr21	10383747	5	4
chr21	10383754	5	5
chr21	10383770	5	5
chr21	10383785	3	3
chr21	10383804	5	5
chr21	10383841	7	6
chr21	10383890	4	1
chr21	10384037	1	1
chr21	10384044	1	1
chr21	10384055	2	1
chr21	10384676	3	2
chr21	10384836	1	1
chr21	10384901	3	2
chr21	10384908	3	3
chr21	10384940	2	2
chr21	10385360	4	4
chr21	10385386	3	3
chr21	10385463	2	2
chr21	10385905	2	1
chr21	10385932	2	2
chr21	10386068	1	1
chr21	10386079	2	2
chr21	10386103	5	5
chr21	10386137	4	4
chr21	10386161	2	0
chr21	10386167	2	0
chr21	10386259	4	4
chr21	10386313	2	1
chr21	10386376	3	3
chr21	10386472	5	3
chr21	10386496	5	5
chr21	10386649	1	1
chr21	10386827	1	0
chr21	10387369	3	3
chr21	10387493	4	2
chr21	10387547	4	2
chr21	10387996	3	1
chr21	10388580	3	2
chr21	10388683	3	2
chr21	10388693	2	2
chr21	10388731	1	1
chr21	10388821	3	2
chr21	10388857	2	2
chr21	10388888	2	2
chr21	10388912	1	1
chr21	10388920	1	1
chr21	10389324	1	0
chr21	10389530	4	4
chr21	10389567	4	2
chr21	10389576	5	2
chr21	10389613	6	6
chr21	10389622	8	5
chr21	10390238	7	4
chr21	10390546	8	1
chr21	10391369	5	3
chr21	10391471	2	1
chr21	10391818	1	1
chr21	10394347	8	4
chr21	10395545	1	1
chr21	10396334	1	1
chr21	10396678	3	3
chr21	10396685	3	3
chr21	10396847	1	1
chr21	10396865	1	1
chr21	10396870	1	1
chr21	10396926	2	1
chr21	10396956	2	1
chr21	10396972	3	3
chr21	10397014	2	2
chr21	10397028	1	1
chr21	10397056	1	1
chr21	10397476	1	0
chr21	10397502	2	2
chr21	10397555	9	8
chr21	10397573	8	8
chr21	10397591	6	3
chr21	10397597	6	5
chr21	10397634	4	3
chr21	10397679	5	4
chr21	10397695	4	4
chr21	10397713	3	3
chr21	10397728	2	2
chr21	10397761	2	2
chr21	10397773	1	1
chr21	10397847	2	1
chr21	10398201	1	0
chr21	10398272	1	1
chr21	10398350	1	1
chr21	10398362	1	1
chr21	10398531	2	1
chr21	10398735	1	1
chr21	10398743	2	2
chr21	10399147	5	2
chr21	10399747	2	1
chr21	10399937	1	1
chr21	10400555	2	2
chr21	10400670	3	3
chr21	10400676	3	3
chr21	10400709	3	3
chr21	10400717	3	3
chr21	10400859	1	1
chr21	10400870	1	1
chr21	10400926	2	2
chr21	10401007	3	2
chr21	10401107	3	3
chr21	10401168	1	1
chr21	10401217	4	4
chr21	10401236	6	6
chr21	10401247	6	5
chr21	10401271	4	2
chr21	10401279	5	5
chr21	10401285	5	5
chr21	10401320	3	3
chr21	10401393	1	0
chr21	10401464	1	1
chr21	10401533	2	2
chr21	10401675	1	1
chr21	10401681	1	1
chr21	10401801	1	1
chr21	10401929	1	1
chr21	10401948	2	2
chr21	10402015	8	8
chr21	10402019	6	3
chr21	10402062	8	7
chr21	10402073	6	2
chr21	10402106	6	5
chr21	10402150	2	2
chr21	10402197	3	2
chr21	10402205	3	3
chr21	10402233	6	5
chr21	10402239	7	5
chr21	10402247	7	7
chr21	10402294	5	5
chr21	10402318	3	3
chr21	10402358	1	1
chr21	10402724	1	1
chr21	10402834	3	2
chr21	10402850	2	2
chr21	10402878	2	2
chr21	10402894	2	0
chr21	10403029	1	1
chr21	10403037	3	1
chr21	10403120	7	2
chr21	10403179	9	5
chr21	10403210	6	1
chr21	10403232	3	0
chr21	10403283	1	0
chr21	10403294	2	1
chr21	10403312	4	2
chr21	10403349	4	1
chr21	10403380	6	6
chr21	10403435	5	4
chr21	10403555	1	0
chr21	10403607	1	0
chr21	10403811	1	1
chr21	10403819	1	1
chr21	10404219	1	1
chr21	10404230	2	2
chr21	10404462	3	3
chr21	10404586	1	1
chr21	10404702	1	1
chr21	10404777	2	1
chr21	10404781	2	1
chr21	10404825	5	2
chr21	10404830	5	4
chr21	10404847	4	4
chr21	10404878	4	4
chr21	10404907	3	2
chr21	10404911	1	1
chr21	10405036	1	0
chr21	10405044	1	0
chr21	10405146	1	1
chr21	10405152	1	1
chr21	10405195	1	0
chr21	10405206	1	1
chr21	10405251	1	1
chr21	10405283	2	1
chr21	10405291	2	2
chr21	10405295	2	2
chr21	10405325	2	2
chr21	10405337	2	2
chr21	10405339	3	3
chr21	10405348	3	3
chr21	10405364	3	1
chr21	10405408	2	0
chr21	10405425	4	1
chr21	10405427	3	1
chr21	10405444	3	3
chr21	10405446	4	3
chr21	10405460	4	3
chr21	10405477	4	3
chr21	10405479	4	3
chr21	10405488	4	3
chr21	10405512	3	2
chr21	10405528	3	3
chr21	10405552	2	1
chr21	10405569	4	2
chr21	10405579	7	4
chr21	10405582	7	4
chr21	10405589	7	4
chr21	10405593	7	5
chr21	10405607	7	6
chr21	10405617	9	8
chr21	10405620	9	8
chr21	10405622	9	6
chr21	10405625	9	9
chr21	10405645	8	4
chr21	10405654	7	6
chr21	10405657	6	6
chr21	10405666	5	4
chr21	10405668	5	2
chr21	10405688	3	2
chr21	10405710	1	1
chr21	10405884	1	1
chr21	10405979	3	2
chr21	10405981	3	3
chr21	10405987	3	3
chr21	10406004	3	3
chr21	10406011	3	3
chr21	10406052	3	2
chr21	10406067	2	2
chr21	10406079	2	1
chr21	10406655	1	1
chr21	10407195	1	1
chr21	10407221	1	1
chr21	10408002	2	2
chr21	10409356	1	1
chr21	10409788	1	1
chr21	10410006	5	3
chr21	10410069	5	0
chr21	10410716	5	5
chr21	10410723	5	5
chr21	10410744	1	1
chr21	10410748	1	1
chr21	10410813	3	1
chr21	10411674	6	4
chr21	10411679	6	4
chr21	10411808	1	1
chr21	10411812	1	1
chr21	10411831	1	1
chr21	10411921	1	1
chr21	10411931	1	1
chr21	10411969	1	1
chr21	10412004	1	1
chr21	10412011	1	1
chr21	10412146	2	2
chr21	10412211	6	5
chr21	10412250	4	1
chr21	10412318	10	9
chr21	10412322	7	4
chr21	10412395	8	2
chr21	10412478	4	0
chr21	10412538	1	1
chr21	10412566	1	1
chr21	10412571	2	1
chr21	10412842	6	6
chr21	10412855	3	2
chr21	10412998	2	2
chr21	10413129	1	1
chr21	10413156	2	1
chr21	10413201	5	5
chr21	10413207	5	5
chr21	10413217	8	8
chr21	10413294	3	3
chr21	10413299	4	4
chr21	10413337	2	2
chr21	10413486	4	3
chr21	10413488	4	4
chr21	10413507	7	5
chr21	10413520	4	4
chr21	10413547	4	3
chr21	10413566	4	4
chr21	10413617	2	2
chr21	10413624	4	4
chr21	10413629	4	3
chr21	10413662	4	4
chr21	10413684	4	3
chr21	10413693	3	3
chr21	10413724	2	2
chr21	10413728	2	2
chr21	10413744	3	3
chr21	10413764	4	4
chr21	10413831	2	0
chr21	10413869	1	1
chr21	10413894	2	2
chr21	10413896	2	2
chr21	10413901	2	2
chr21	10413911	5	5
chr21	10413927	4	4
chr21	10413984	4	4
chr21	10414003	3	3
chr21	10414019	3	3
chr21	10414054	4	3
chr21	10414117	3	3
chr21	10414175	2	2
chr21	10414178	2	2
chr21	10414191	2	2
chr21	10414249	1	1
chr21	10414308	4	4
chr21	10414372	1	0
chr21	10414382	2	2
chr21	10414384	2	2
chr21	10414424	2	2
chr21	10414454	2	2
chr21	10414633	3	2
chr21	10414729	6	4
chr21	10414920	2	1
chr21	10415015	4	2
chr21	10415039	2	1
chr21	10415051	2	1
chr21	10415127	3	2
chr21	10415372	2	1
chr21	10415395	3	3
chr21	10415452	5	5
chr21	10415454	5	5
chr21	10415651	6	2
chr21	10415696	7	6
chr21	10415715	5	5
chr21	10415723	5	4
chr21	10415779	3	2
chr21	10415787	4	2
chr21	10415844	2	1
chr21	10416033	1	1
chr21	10416106	3	3
chr21	10416112	3	3
chr21	10416134	5	2
chr21	10416197	4	4
chr21	10416219	1	0
chr21	10416560	2	1
chr21	10416729	4	2
chr21	10416804	13	6
chr21	10416843	4	3
chr21	10417420	1	1
chr21	10417546	1	0
chr21	10417588	2	2
chr21	10417594	2	2
chr21	10417607	2	2
chr21	10417623	2	0
chr21	10417633	2	2
chr21	10417655	2	2
chr21	10417691	3	2
chr21	10417729	5	4
chr21	10417768	5	3
chr21	10417801	11	9
chr21	10417805	11	11
chr21	10417839	12	8
chr21	10418244	12	8
chr21	10418577	4	4
chr21	10418636	5	0
chr21	10418850	2	1
chr21	10419311	6	2
chr21	10419455	3	1
chr21	10419720	4	4
chr21	10419736	3	3
chr21	10419770	4	4
chr21	10419801	5	4
chr21	10419831	3	1
chr21	10419977	2	2
chr21	10419983	2	1
chr21	10419985	3	2
chr21	10420023	3	3
chr21	10420055	5	3
chr21	10420118	5	3
chr21	10420149	3	2
chr21	10420162	3	1
chr21	10420181	4	3
chr21	10420187	4	4
chr21	10420246	4	3
chr21	10420336	1	1
chr21	10420411	2	2
chr21	10420434	5	5
chr21	10420492	7	6
chr21	10420504	7	6
chr21	10420581	3	2
chr21	10420625	2	2
chr21	10420632	2	1
chr21	10421303	1	1
chr21	10421323	3	2
chr21	10421349	4	3
chr21	10421367	4	0
chr21	10421610	8	4
chr21	10422195	1	1
chr21	10422235	1	1
chr21	10422315	3	3
chr21	10422319	3	2
chr21	10422375	2	1
chr21	10422389	1	1
chr21	10422493	3	3
chr21	10422502	3	3
chr21	10422545	8	6
chr21	10422641	1	1
chr21	10422651	1	0
chr21	10422682	1	0
chr21	10422688	1	1
chr21	10422821	2	2
chr21	10422920	4	1
chr21	10422951	4	4
chr21	10422959	3	3
chr21	10422975	3	3
chr21	10422989	3	3
chr21	10423005	4	4
chr21	10423013	4	4
chr21	10423023	4	3
chr21	10423045	4	4
chr21	10423125	1	1
chr21	10423200	5	4
chr21	10423212	5	3
chr21	10423416	2	0
chr21	10423614	3	3
chr21	10423673	4	3
chr21	10423717	2	2
chr21	10423722	2	2
chr21	10423731	3	3
chr21	10423747	3	2
chr21	10423767	2	2
chr21	10423808	1	0
chr21	10424311	4	3
chr21	10424718	1	0
chr21	10424781	1	1
chr21	10424827	6	5
chr21	10425370	2	2
chr21	10425374	3	3
chr21	10425474	4	4
chr21	10425486	3	2
chr21	10425518	3	2
chr21	10425557	1	1
chr21	10425576	1	1
chr21	10425822	2	2
chr21	10425868	3	3
chr21	10425915	4	3
chr21	10426148	3	1
chr21	10426918	2	2
chr21	10427262	7	7
chr21	10427428	6	3
chr21	10427505	3	3
chr21	10427519	2	1
chr21	10427557	3	2
chr21	10427568	2	1
chr21	10427652	7	4
chr21	10427679	7	7
chr21	10427725	5	2
chr21	10427794	7	3
chr21	10427828	2	2
chr21	10427850	4	3
chr21	10428016	1	1
chr21	10428036	1	0
chr21	10428077	3	3
chr21	10428210	4	3
chr21	10428389	1	0
chr21	10429276	5	3
chr21	10430767	4	1
chr21	10430924	2	1
chr21	10431000	2	2
chr21	10431081	3	3
chr21	10431105	3	3
chr21	10431130	4	4
chr21	10431137	4	3
chr21	10431157	5	5
chr21	10431264	5	4
chr21	10431267	2	1
chr21	10431345	3	3
chr21	10431655	1	1
chr21	10431740	4	3
chr21	10431819	3	1
chr21	10431995	3	2
chr21	10432082	5	4
chr21	10432116	4	2
chr21	10432158	4	2
chr21	10432202	2	2
chr21	10432260	3	1
chr21	10434043	1	1
chr21	10434098	3	1
chr21	10434197	2	1
chr21	10434221	2	0
chr21	10434251	2	1
chr21	10434260	1	0
chr21	10434282	2	2
chr21	10434304	3	0
chr21	10434314	2	1
chr21	10434377	2	1
chr21	10434385	2	0
chr21	10435594	1	0
chr21	10435641	1	0
chr21	10435712	2	1
chr21	10436224	3	2
chr21	10436876	1	0
chr21	10437485	4	4
chr21	10437497	4	4
chr21	10437530	4	3
chr21	10437541	4	1
chr21	10437586	3	3
chr21	10437648	3	1
chr21	10437671	3	1
chr21	10437705	2	2
chr21	10437920	2	2
chr21	10437997	2	2
chr21	10438080	1	0
chr21	10438256	2	0
chr21	10439319	1	1
chr21	10439496	1	0
chr21	10440068	3	2
chr21	10440071	2	2
chr21	10440146	3	3
chr21	10440206	5	4
chr21	10440242	2	0
chr21	10440862	9	8
chr21	10440864	9	8
chr21	10442011	2	0
chr21	10442033	1	1
chr21	10442075	2	2
chr21	10442105	1	1
chr21	10442225	3	3
chr21	10442263	1	1
chr21	10442632	3	2
chr21	10442688	7	7
chr21	10442792	3	1
chr21	10442833	3	3
chr21	10444908	2	1
chr21	10445374	2	2
chr21	10445393	3	2
chr21	10445414	3	1
chr21	10445479	1	1
chr21	10445712	1	0
chr21	10445722	1	1
chr21	10445764	1	0
chr21	10445842	3	1
chr21	10445865	4	0
chr21	10445904	3	3
chr21	10445912	2	2
chr21	10446383	2	0
chr21	10447314	1	0
chr21	10447386	1	0
chr21	10447448	1	1
chr21	10447464	2	2
chr21	10447478	2	2
chr21	10447542	3	3
chr21	10447554	3	3
chr21	10447569	1	1
chr21	10447606	3	3
chr21	10447617	3	2
chr21	10447637	2	2
chr21	10447651	2	0
chr21	10448265	1	1
chr21	10448540	2	2
chr21	10448588	2	2
chr21	10448848	1	0
chr21	10449632	1	1
chr21	10449649	1	1
chr21	10449655	1	1
chr21	10450283	1	1
chr21	10450634	1	0
chr21	10450813	1	0
chr21	10451443	1	0
chr21	10451461	1	0
chr21	10451500	1	0
chr21	10451521	1	0
chr21	10451537	1	0
chr21	10451791	1	0
chr21	10451807	1	1
chr21	10451951	1	0
chr21	10452611	2	0
chr21	10452615	2	2
chr21	10453016	1	1
chr21	10453257	5	3
chr21	10453956	1	1
chr21	10453997	1	1
chr21	10454134	1	0
chr21	10454226	1	1
chr21	10456417	3	3
chr21	10456424	3	2
chr21	10456477	2	2
chr21	10456522	7	7
chr21	10456553	7	7
chr21	10456567	6	4
chr21	10456578	5	4
chr21	10456622	2	2
chr21	10456628	1	1
chr21	10456671	1	1
chr21	10456693	2	2
chr21	10457136	1	0
chr21	10457258	3	2
chr21	10457309	2	0
chr21	10457812	3	2
chr21	10457837	6	2
chr21	10458276	1	1
chr21	10458598	2	0
chr21	10459122	1	1
chr21	10459165	2	2
chr21	10459812	4	1
chr21	10459859	4	3
chr21	10459965	2	2
chr21	10459975	2	2
chr21	10460002	2	1
chr21	10460035	1	1
chr21	10460189	6	1
chr21	10460432	6	6
chr21	10460691	3	2
chr21	10460851	3	1
chr21	10461046	2	0
chr21	10461111	2	2
chr21	10461182	1	1
chr21	10461209	1	1
chr21	10461248	4	2
chr21	10461382	3	3
chr21	10461445	4	2
chr21	10461511	3	2
chr21	10461612	3	2
chr21	10461656	2	1
chr21	10461689	7	6
chr21	10461715	7	4
chr21	10461738	7	6
